,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,cover included,standing screen display size,color screen,wattage,fabric type,flash memory size,processor count,connectivity technology,mirror adjustment,pricing,size,material,brand,department,scanner resolution,is assembly required?,colour,speaker amplification type,international shipping,audio sensitivity,hardware interface,audio jack,phone standy time (with data),power source type,color,form factor,domestic shipping,oem part number,gsm frequencies,mfg recommended age,ram,wireless remote,compatible phone models,item weight,usage,manufacturer,batteries,number of component outputs,model,device interface - primary,manufacturer recommended age,signal format,warranty description,display technology,special features,output wattage,thickness,guitar pick thickness,battery type,safety rating,item package quantity,language,rated,rating,phone talk time,batteries required,is discontinued by manufacturer,specification met,width (inches),package dimensions,release date,date first available,national stock number,power source,material type,specific uses for product,max screen resolution,batteries required?,compatible devices,our recommended age,import designation,manufacturer part number,display size,operating system,included components,brand name,ASIN,weight,computer memory type,part number,model number,style,connector type,binding,color name,product dimensions,impedance,shape,connectivity technologies,additional features,height (inches),horsepower,additional product features,os,wireless communication technologies,hardware platform,warranty,finish,number of items,series,batteries included?,voltage,other display features,battery cell type,folding,item dimensions  lxwxh,item model number,best sellers rank
847,"Plantronics BackBeat FIT 350 Wireless Headphones, Stable, Ultra-Light, Sweatproof in Ear Workout Headphones, Black",,,"Plantronics Backbeat Fit 2100 Wireless Headphones, Sweatproof and Waterproof In Ear Workout…",/Plantronics-BackBeat-Headphones-Sweatproof-Waterproof/dp/B07FTTPVGG/ref=pd_bxgy_2/136-7261761-1865415?_encoding=UTF8&pd_rd_i=B07FTTPVGG&pd_rd_r=78c22a49-d35f-4a34-95f1-2ce04b3475dc&pd_rd_w=UL8BF&pd_rd_wg=o5nb0&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=WAB9ZBCR8Q1Z3CPMPBVZ&psc=1&refRID=WAB9ZBCR8Q1Z3CPMPBVZ,https://www.amazon.com//Plantronics-BackBeat-Headphones-Ultra-Light-Sweatproof/product-reviews/B07G46Q8GR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,1 GB,,,0.528 ounces,,Plantronics,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,4.1,6 Hours,,No,,,,,"September 10, 2018",,,,,,,,,,,,,"Ear Buds with Microphone, Micro USB Charge Cable Cord Stability Clip, Eartips (S,M,L), User Instructions",,B07G46Q8GR,,,,,,,,,4.36 x 1.39 x 6.42 inches,,,"Wireless, Bluetooth",Sports-and-exercise,,,,,Bluetooth,,,,,,,,Wireless,,,,212343-99,"#3,204 in Earbud & In-Ear Headphones"
848,JKSWT-jukstg Earphones Noise Isolating in-Ear Headphones with Pure Sound and Powerful Bass with High Sensitivity Microphone and Volume Control,QCT INC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AIK33P9Z4D533&isAmazonFulfilled=1,"Earbuds, Wired Earbuds, High Definition Earphones, Noise Isolating in Ear Headphones, Deep Bass…",https://www.amazon.com/Definition-Earphones-Headphones-Compatible-Smartphones/dp/B08B1FLWRD/ref=pd_bxgy_2/141-8767684-0801046?_encoding=UTF8&pd_rd_i=B08B1FLWRD&pd_rd_r=074eff51-3a9c-45c3-a2fd-e16346ca28f4&pd_rd_w=YmC08&pd_rd_wg=Xpgmu&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5V4NMXMFQWT6RX9800FX&psc=1&refRID=5V4NMXMFQWT6RX9800FX,https://www.amazon.com//JKSWT-jukstg-Earphones-Headphones-Sensitivity-Microphone/product-reviews/B08FX9Y86T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,JKSWT,,,,,,,,,,,,,,,,,,4.5,,,,,,4.4 x 2.7 x 0.7 inches,,"August 14, 2020",,,,,,,,,,,,,,,B08FX9Y86T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M21,#521 in Earbud & In-Ear Headphones
849,"Wireless Earbuds Bluetooth, POWERADD S9 Noise Cancelling TWS Ear Buds with Microphone and True BT 5.0 IPX7 Waterproof in-Ear Headphones, Ergonomic Bass Stereo Earphones with Charging Case, Black",Aiya E-Commerce,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AG40NJCM237D8&isAmazonFulfilled=1,"Kurdene Wireless Earbuds,Bluetooth Earbuds with Charging Case Bass Sounds IPX8 Waterproof Sports…",https://www.amazon.com/Wireless-Bluetooth-Waterproof-Headphones-Android-Black/dp/B085VX9JY7/ref=pd_bxgy_2/132-8852084-2155805?_encoding=UTF8&pd_rd_i=B085VX9JY7&pd_rd_r=2b54abfa-9b3c-4361-bc7f-acec996336bb&pd_rd_w=X7RK0&pd_rd_wg=kf6zx&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=FPBRS9B7SN5AKMHQ3R18&psc=1&refRID=FPBRS9B7SN5AKMHQ3R18,https://www.amazon.com//Wireless-Earbuds-Bluetooth-POWERADD-S9/product-reviews/B087M4138M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Unisex-adult,,,,,,,,,,,,,,,,,,,,0.16 ounces,,POWERADD,,,,,,,,,,,,,,,,,,4.2,,,,,,,,"July 21, 2020",,,,,,,,,,,,,,,B087M4138M,,,,,,,,,0.71 x 0.98 x 0.91 inches,,,,,,,,,,,,,,,,,,,,,POWERADD S9 Wireless Bluetooth Earbuds,#219 in Earbud & In-Ear Headphones
850,"True Wireless Headphones, APEKX Update 5.0 Auto Pairing Touch Control HiFi Stereo Sound Earbuds in-Ear Earphones Binaural Call Headset with Built-in Mic and Charging Case for Sports Running White",APEKX US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3OQX0GB2BQTN&isAmazonFulfilled=1,,,https://www.amazon.com//Wireless-Headphones-APEKX-Earphones-Binaural/product-reviews/B08RBVH7BM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19 ounces,,APEKX,3 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.2,,,No,,,,,"December 26, 2020",,,,,,,,,,,,,,,B08RBVH7BM,,,,,,,,,3.52 x 2.44 x 1.24 inches,,,,,,,,,,,,,,,,,,,,,,"#1,734 in Earbud & In-Ear Headphones"
851,XO Vision IR630P Universal IR Wireless Foldable Headphones - Pink,CYBER OUTLET,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36FHUSDHDORFF&isAmazonFulfilled=1,"XO Vision Universal IR Headphones - In-Car Wireless Foldable Headphones, DVD Player, In-Car System…",https://www.amazon.com/XO-Vision-Universal-Headphones-Car/dp/B006U8CZNQ/ref=pd_bxgy_2/141-0912635-6158769?_encoding=UTF8&pd_rd_i=B006U8CZNQ&pd_rd_r=71ab888b-9181-4d64-a2bc-848d4bbaf928&pd_rd_w=IdPp1&pd_rd_wg=M3AgB&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=X8KAB6BKWF3QS1TSE5ZF&psc=1&refRID=X8KAB6BKWF3QS1TSE5ZF,https://www.amazon.com//XO-Vision-IR630P-Universal-Headphones/product-reviews/B006U8D51C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3 ounces,,XO Vision,2 AAA batteries required.,,,,,,,,,,,,,,,,,4.2,,,No,,,,,"January 6, 2012",,,,,,,,,,,,,,,B006U8D51C,,,,,,,,,7.17 x 6.3 x 1.26 inches,,,,,,,,,,,,,,,,,,,,,IR630P,"#32 in Car Headphones #2,845 in Car Audio & Video Accessories"
852,"Headphone Adapter for Phone, Dual Audio 3.5mm Headphone Jack Adapter + Dongle Charger Splitter for Phone 12/11/11Pro/11Pro Max/XR/XS/X/8/8Plus, Support Fast Charge + Sound Recording + Live Broadcast",LePaWong,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3T8099VMTPUUF&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,INVERSE NET,,,,,,,,,,,,,,,,,,3.0,,,,,,5.83 x 2.56 x 0.55 inches,,"December 14, 2020",,,,,,,,,,,,,,,B08QJFF4G8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,171 in Headphone Adapters"
853,Kids Wireless Bluetooth Headphones On-Ear Built-in Microphone with FM Radio Headphones and Micro SD/TF Card MP3 Player Headset for Children Adults(Gray),Inlove,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BIHJGUFXDZ7M&isAmazonFulfilled=1,,,https://www.amazon.com//Wireless-Bluetooth-Headphones-Microphone-Children/product-reviews/B08PK82WX6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3 ounces,,INLOVE,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,5.0,,,No,,,,,"December 4, 2020",,,,,,,,,,,,,,,B08PK82WX6,,,,,,,,,7.28 x 5.3 x 2.76 inches,,,,,,,,,,,,,,,,,,,,,,"#1,623 in On-Ear Headphones"
854,"Morpheus 360 Bluetooth Headphones, Wireless Headphones Over Ear, Wireless Headset with Microphone, Black with Gold Accents, Comfortable Design HP5500G",Morpheus 360,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3DSFJCA2YL9DV&isAmazonFulfilled=1,"Morpheus 360 Bluetooth Headphones, Wireless Headphones Over Ear, Wireless Headset with Microphone…",https://www.amazon.com/Morpheus-360-Headphones-Microphone-Comfortable/dp/B07LCT1F44/ref=pd_bxgy_2/135-9448521-0652863?_encoding=UTF8&pd_rd_i=B07LCT1F44&pd_rd_r=5c8a4906-4c72-4d8e-9073-1be6c2d1e3cc&pd_rd_w=W8HkL&pd_rd_wg=zGSpj&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=V0B521Q1VZPHZ9KH5602&psc=1&refRID=V0B521Q1VZPHZ9KH5602,https://www.amazon.com//Morpheus-360-Headphones-Comfortable-HP5500G/product-reviews/B084LT8ZMM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Unisex-adult,,,,,,,,,,,,,,,,,,,,9.6 ounces,,"Creative Marketing, Inc.",1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.4,,,No,,,,,"February 8, 2020",,,,,,,,,,,,,,,B084LT8ZMM,,,,,,,,,3.25 x 3.25 x 6.25 inches,,,,,,,,,,,,,,,,,,,,,HP5500G,"#1,907 in Over-Ear Headphones"
855,"Stereo 3.5mm/USB Headset with Noise Cancelling Microphones, On-Ear Call Center Headsets Lightweight Computer Headphone for Office/Work/Study, in-Line Volume Control with Mute for Zoom,Skype,Webinar",Earbay-FS,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BE187QP4J6HK&isAmazonFulfilled=1,,,https://www.amazon.com//3-5mm-USB-Cancelling-Microphones-Lightweight/product-reviews/B08FT393KH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,Binaural-USB/3.5mm,,Earbay,,,,,,,,,,,,Duo-USB/3.5mm,,,,,,,,,3.2 ounces,,Earbay,,,,,,,,,,,,,,,,,,4.4,,,,,,,,"August 13, 2020",,,ABS+Aluminum alloy,,,,,,,AJ-C-382-USB3,,,,,B08FT393KH,,,,,,,,,7 x 5.5 x 1.57 inches,,,,,,,,,,,,,,,,,,,,,3.5mm On Ear headset USB,#304 in Computer Headsets
856,Navaris Walnut Wood Headphone Stand - Wooden Universal Holder Display Hanger for Over-Ear Headphones with Wire Storage - Audio Equipment Accessories,KW-Commerce-US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AMSX5DNP8SYFQ&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14 pounds,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,"November 3, 2020",,,,,,,,,,,,,,Navaris,B08LYMPQPT,,,,53329.18_m000400,,,,,10.63 x 6.54 x 3.15 inches,,,,,,,,,,,,,,,,,,,,,53329.18_m000400,#278 in Headphone Stands & Hangers
857,Knox Gear TX-100 Closed-Back Studio Monitor Headphones,,,"Blue Yeti USB Mic for Recording & Streaming on PC and Mac, 3 Condenser Capsules, 4 Pickup Patterns…",/Blue-Yeti-USB-Microphone-Blackout/dp/B00N1YPXW2/ref=pd_bxgy_2/133-3727779-7986066?_encoding=UTF8&pd_rd_i=B00N1YPXW2&pd_rd_r=87bee89c-0479-444c-934a-61359aa4662b&pd_rd_w=e9Lzj&pd_rd_wg=Bg2Wd&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=25GSXX9QVKWGQA16M0BY&psc=1&refRID=25GSXX9QVKWGQA16M0BY,https://www.amazon.com//Knox-Closed-Studio-Headphones-KN-HP100/product-reviews/B08128X9M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08 pounds,,Knox Gear,,,,,,,,,,,,,,,,,,4.2,,,,,,,,"November 5, 2019",,,,,,,,,,,,,,,B08128X9M9,,,,,,,,,4.65 x 9.15 x 8.8 inches,,,,,,,,,,,,,,,,,,,,,KN-HP100,"#1,000 in Over-Ear Headphones"
858,Bravo View IH-04A – Kid-Friendly IR Wireless Headphones (Single Source),,,"XO Vision Universal IR Headphones - In-Car Wireless Foldable Headphones, DVD Player, In-Car System…",/XO-Vision-Universal-Headphones-Car/dp/B00LP3DOQS/ref=pd_bxgy_2/144-9964358-2950456?_encoding=UTF8&pd_rd_i=B00LP3DOQS&pd_rd_r=a01bbfd0-5a5d-48cd-8902-dd20e0c3e22c&pd_rd_w=6v2L1&pd_rd_wg=j3yul&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4PKYFYE3B6Z5Y1KVKKN5&psc=1&refRID=4PKYFYE3B6Z5Y1KVKKN5,https://www.amazon.com//Bravo-View-IH-04A-Kid-Friendly-Automotive/product-reviews/B00KOUK3SK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,WIRELESS,,,Pink/Purple,,This item can be shipped to select countries outside of the U.S. Learn More,,,Wireless,,,,,Item can be shipped within U.S.,,,,,,,2.39 ounces,,Bravo View,2 AAA batteries required.,,,,,,,,,,,,,,,,,4.3,,,No,,,,,"June 23, 2014",,,,,,,,,,,,,1 power adapter,,B00KOUK3SK,,,,,,,,,6.8 x 2.5 x 6.2 inches,,,IR,"Volume-control, Lightweight, Foldable",,,,,Infrared,,,,,,,,Car Audio or Theater,,,,IH-04A,"#20 in Car Headphones #1,809 in Car Audio & Video Accessories"
859,"POSNIUD Sleep Headphones Bluetooth Sports Headband, Wireless Sports Headphones with Ultra-Thin HD Stereo Speakers Perfect for Workout,Jogging,Yoga,Insomnia,Side Sleepers,Air Travel,Meditation (Black)",Airuixi-US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1DFQVGWAR3OP1&isAmazonFulfilled=1,"Sleep Headphones Bluetooth Eye Mask, Joseche Wireless Bluetooth 5.0 Headphones Music Travel Sleeping…",https://www.amazon.com/Bluetooth-Eye-Headphones-Joseche-Microphone/dp/B07F59HQRC/ref=pd_bxgy_2/145-8386168-1735023?_encoding=UTF8&pd_rd_i=B07F59HQRC&pd_rd_r=a976587f-ffbb-4b64-94a9-b799aac8cd49&pd_rd_w=uovfx&pd_rd_wg=8mb2t&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=960NHY6FRD51G41RQBBM&psc=1&refRID=960NHY6FRD51G41RQBBM,https://www.amazon.com//POSNIUD-Headphones-Bluetooth-Ultra-Thin-Meditation/product-reviews/B08FTHB6D8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52 ounces,,POSNIUD,2 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.4,,,,,,4.41 x 3.19 x 1.42 inches,,"August 13, 2020",,,,,,,,,,,,,,,B08FTHB6D8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,203 in Over-Ear Headphones"
860,"KidMoments K13 Kids Headphones with 85dB Volume Limited Hearing Protection,Made of Food Grade Material,BPA-Free,Tangle-Free Cord,Wired On-Ear Headphones for Children,Toddler,Baby (Brown Bear)",Luvan Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BDRWO2J1G5X9&isAmazonFulfilled=1,"POWMEE M1 Kids Headphones Wired Headphone for Kids,Foldable Adjustable Stereo Tangle-Free,3.5MM Jack…",https://www.amazon.com/POWMEE-M1-Headphones-Adjustable-Tangle-Free/dp/B07MF6QJBM/ref=pd_bxgy_2/147-4081177-1183610?_encoding=UTF8&pd_rd_i=B07MF6QJBM&pd_rd_r=989f9541-3b90-446e-be71-e9ae0cbd5e3a&pd_rd_w=bsFcv&pd_rd_wg=uv9xn&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=45HMQQEMJQKW5VBYT4V1&psc=1&refRID=45HMQQEMJQKW5VBYT4V1,https://www.amazon.com//KidMoments-K12-Headphones-Protection-Tangle-Free/product-reviews/B07XMC9MD9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Unisex-child,,,,,,,,,,,,,,,,,,,,8.4 ounces,,"shenzhenshi xinchangtu technology co.,ltd",,,,,,,,,,,,,,,,,,4.4,,,No,,,6.5 x 4.13 x 2.56 inches,,"September 16, 2019",,,,,,,,,,,,,,,B07XMC9MD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K13,#964 in On-Ear Headphones
861,"XKDUN Active Noise Cancelling Headphones, Bluetooth 5.0 Wireless Headset with CVC8.0 Mic, Hi-Fi Stereo Quick Charge, Deep Bass ANC Earpiece Over Ear for Travel, Business Trip, Gym, Game, Home Office",Juway Company Limited,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ADQEIS9FCUMQ&isAmazonFulfilled=1,,,https://www.amazon.com//XKDUN-Cancelling-Headphones-Bluetooth-Wireless/product-reviews/B08JLT6STR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2 ounces,,Juway,2 Lithium Metal batteries required. (included),,,,,,,,,,,,,,,,,4.7,,,,,,,,"September 21, 2020",,,,,,,,,,,,,,,B08JLT6STR,,,,,,,,,5.91 x 2.36 x 7.09 inches,,,,,,,,,,,,,,,,,,,,,,"#2,017 in Over-Ear Headphones"
862,Swimming MP3 Player Bluetooth 5.0 Bone Conduction Bluetooth Headset Headphone 8G MP3 Player Waterproof Wireless Sport Headset (Black Red),OnlyVapor US Store,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1U0K4X7J4M6JN&isAmazonFulfilled=1,"Aztine MP3 & Bluetooth 2 in 1 Bone Conduction Headphones for Swimming, IPX8 Level Underwater 3…",https://www.amazon.com/Bluetooth-Conduction-Headphones-Underwater-Waterproof/dp/B082YQ3ZQ7/ref=pd_bxgy_2/134-1862954-8661636?_encoding=UTF8&pd_rd_i=B082YQ3ZQ7&pd_rd_r=3d0e1de7-4adf-476c-878f-7b9e643c1ac2&pd_rd_w=djkcR&pd_rd_wg=J40Ih&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=DHBM9DAZN2A2CWJEZ1M0&psc=1&refRID=DHBM9DAZN2A2CWJEZ1M0,https://www.amazon.com//Swimming-Bluetooth-Conduction-Headphone-Waterproof/product-reviews/B083KC6Q5Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282 ounces,,ViFun,,,,,,,,,,,,,,,,,,3.1,,,,,,7.1 x 6.6 x 3.1 inches,,"January 7, 2020",,,,,,,,,,,,,,,B083KC6Q5Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#3,723 in Earbud & In-Ear Headphones"
863,LTGEM Headphones Case for Sony WH-CH700N or XB950B1 Wireless Bluetooth Noise Cancelling Headphones (Only Sale Case!),SLYDYP,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AXDTXNG9U1I5A&isAmazonFulfilled=1,Sony Noise Cancelling Headphones WHCH700N: Wireless Bluetooth Over the Ear Headset with Mic for…,https://www.amazon.com/Sony-WH-CH700N-Canceling-Headphones-WHCH700N/dp/B079GPFLT1/ref=pd_bxgy_2/144-2327158-1660550?_encoding=UTF8&pd_rd_i=B079GPFLT1&pd_rd_r=5e71aa34-620f-43b6-a46b-933ab4e4de66&pd_rd_w=BRZJC&pd_rd_wg=hVDyG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=TJ1WEX5JFM363R8XEY4R&psc=1&refRID=TJ1WEX5JFM363R8XEY4R,https://www.amazon.com//LTGEM-XB950B1-Wireless-Headphones-Control/product-reviews/B0796LWMCR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2 ounces,,LTGEM,,,,,,,,,,,,,,,,,,4.7,,,No,,,10.43 x 9.45 x 3.23 inches,,"January 21, 2018",,,,,,,,,,,,,,,B0796LWMCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US197,"#3,217 in Headphone Cases"
864,"Wireless Earbuds,Esonstyle Over Ear Headset V5.0 with Microphone,Bluetooth Headphones Wireless Foldable & Lightweight, Support Tf Card MP3 Mode and Fm Radio for Cellphones Laptop TV",EsonstyleDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A19PLFGP1FUI3T&isAmazonFulfilled=1,,,https://www.amazon.com//Esonstyle-Bluetooth-Headphones-headphone-Handsfree/product-reviews/B00V31B946/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,Black,,,,,USB,,,,,,,,,,,,9.5 ounces,,Esonstyle,,,,,,,,,,,,,,,,,,4.2,,,No,,,6.3 x 5.2 x 3.5 inches,,"March 23, 2015",,,,,,,,,,,,,,,B00V31B946,,,,,,,,,,,,Bluetooth,Microphone,,,,,Bluetooth,,,,,,,,Wireless,,,,OC58Zbla,"#2,155 in Over-Ear Headphones"
865,1/4-Inch Stereo Headphone Extension Cord 25 feet Coiled,Tech 7 LLC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AIUVFR0JGQ2WY&isAmazonFulfilled=1,Aurum Cables 3-Pack 6.35mm Male to 3.5mm Female Stereo Adapter,https://www.amazon.com/Aurum-Cables-3-Pack-6-35mm-Adapter/dp/B00XAVOW00/ref=pd_bxgy_2/134-3437204-5047841?_encoding=UTF8&pd_rd_i=B00XAVOW00&pd_rd_r=55401a66-9b13-40d7-9a02-1aa4b1127f9e&pd_rd_w=Gfvrd&pd_rd_wg=A2Zq9&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5YJ868F7752AB6SDWQDN&psc=1&refRID=5YJ868F7752AB6SDWQDN,https://www.amazon.com//Parts-Express-Stereo-Headphone-Extension/product-reviews/B0002KR14Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4 ounces,,Parts Express,,,,,,,,,,,,,,,,,,4.4,,,No,,,6 x 3.1 x 1.1 inches,,"September 7, 2008",,,,,,,,,,,,,,,B0002KR14Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240-050,#149 in Headphone Extension Cords
866,Tech2Go Marvel Avengers Kids Safe Headphones with Built in Volume Limiting Feature for Safe Listening,KP marketplace LLC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1LOWP9E5IMEFD&isAmazonFulfilled=1,Spider Man Bluetooth Kid Safe Headphones Over The Ear Padded Cushions Flying on a Web Design,https://www.amazon.com/Spider-Man-Bluetooth-Headphones-Cushions/dp/B08L43QHV4/ref=pd_bxgy_2/141-3305291-0430803?_encoding=UTF8&pd_rd_i=B08L43QHV4&pd_rd_r=ba852967-1a1f-4dec-8fb1-109446787c31&pd_rd_w=rk2xq&pd_rd_wg=lBotr&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=BEHQZMRXXX393ZAG4R8E&psc=1&refRID=BEHQZMRXXX393ZAG4R8E,https://www.amazon.com//Tech2Go-Avengers-Headphones-Limiting-Listening/product-reviews/B08LKP75JC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - 6 years,,,,6.4 ounces,,16Holding,1 Lithium ion batteries required. (included),,,,6 - 6 years,,,,,,,,,,,,,3.4,,,,,,8 x 6.7 x 2 inches,,,,,,,,,,,,,,,,,B08LKP75JC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,998 in Over-Ear Headphones"
867,Panasonic Clip Headphone Red RP-HZ47-R (Japan Import),DREAM FIELD K,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AI62U825BKVWC&isAmazonFulfilled=1,Panasonic Clip Headphones Blue RP-HZ47-A (Japan Import),https://www.amazon.com/Panasonic-Clip-Headphones-RP-HZ47-Japan/dp/B000GH2QYK/ref=pd_bxgy_2/144-4399965-0031648?_encoding=UTF8&pd_rd_i=B000GH2QYK&pd_rd_r=39e758ad-ba43-4889-951c-24350e409302&pd_rd_w=jam3i&pd_rd_wg=1y3QP&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=XEWYWZ9SMT5HAA2M8JBG&psc=1&refRID=XEWYWZ9SMT5HAA2M8JBG,https://www.amazon.com//Panasonic-Clip-Headphone-RP-HZ47-R-Japan/product-reviews/B000GH2QYU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13 ounces,,Panasonic,,,,,,,,,,,,,,,,,,4.4,,,No,,,,,"October 14, 2013",,,,,,,,,,,,,,,B000GH2QYU,,,,,,,,,6.73 x 5.63 x 1.73 inches,,,,,,,,,,,,,,,,,,,,,RP-HZ47-R,"#2,660 in Audio Headphones"
