;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;power source;optical drive type;brightness rating;battery description;brand name;item model number;language;connectivity technologies;coating;fabric type;tab color;paper weight;batteries required;style;international shipping;graphics card ram size;screen resolution;pre-printed;material type;item thickness;shape;flash memory size;os;package dimensions;backing;additional features;chipset brand;sheet size;is discontinued by manufacturer;ASIN;binding;operating system;item weight;number of usb 3.0 ports;computer memory type;batteries;hardware platform;domestic shipping;memory speed;connectivity technology;date first available;pricing;number of items;standing screen display size;item dimensions  lxwxh;processor count;ram;card description;brand;processor brand;corner/edge style;model number;best sellers rank;voltage;paper finish;number of pieces;rating;product dimensions;release date;usage;average battery life (in hours);max screen resolution;other display features;batteries included?;total recycled content percentage;closure;warranty description;manufacturer recommended age;material;rear webcam resolution;graphics coprocessor;wireless type;national stock number;manufacturer;series;manufacturer part number;item package quantity;included components;part number;is assembly required?;thickness;binding edge;battery cell type;color;hard drive interface;batteries required?;department;number of usb 2.0 ports;size;colour;mfg recommended age;hard drive rotational speed;expansion;cover material
2716;2716;PCIE USB 3.0 Card, ELUTENG 4 Ports PCI Expree to USB Expansion Card Super Speed 5Gbps PCI-e USB3 Hub Controller Adapter for Windows 10/8.1/8/7/XP/Vista - Self Powered - No Need Additional Power Supply;ELUTENG Direct;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3GES9IA7UE877&isAmazonFulfilled=1;TP-Link USB Bluetooth Adapter for PC(UB400), 4.0 Bluetooth Dongle Receiver Support Windows 10/8.1/8…;https://www.amazon.com/TP-Link-Bluetooth-Receiver-Controllers-UB400/dp/B07V1SZCY6/ref=pd_bxgy_2/145-6592103-6212129?_encoding=UTF8&pd_rd_i=B07V1SZCY6&pd_rd_r=bbf0235f-beca-4104-bdaf-f6abb2552db0&pd_rd_w=CyMxh&pd_rd_wg=G1UqL&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=2NERGWS8ZHY3QCWH12TP&psc=1&refRID=2NERGWS8ZHY3QCWH12TP;https://www.amazon.com//ELUTENG-Expansion-Controller-Individual-Compatible/product-reviews/B07W82SV3V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;UA-ELT-PEC4P-U3-V2-2;;;;;;;;;;;;;;;;;;5.67 x 4.92 x 0.98 inches;;;;;;B07W82SV3V;;;3.52 ounces;;;;;;;;August 8, 2019;;;;;;;;;;;;#2 in Internal USB Port Cards;;;;4.3;;;;;;;;;;;;;;;;;ELUTENG;;;;;;;;;;;;;;;;;;;;
2717;2717;C2G USB Long Extension Cable, USB Cable, USB A Male to 4-Port USB A Female, Black, 39.4 Feet (12 Meters), Cables to Go 38990;50CalTrading;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AA47BZNC1FVVF&isAmazonFulfilled=1;;;https://www.amazon.com//C2G-38990-Active-Extension-Cable/product-reviews/B00906CGA2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;AC;;;;;38990;English;;;;;;;;;;;;;;;;;;;;;;No;B00906CGA2;;;9.6 ounces;;;;;;;;August 20, 2012;;;;472.32 x 1 x 1 inches;;;;C2G;;;;#21,453 in USB Cables;;;;4.6;472.32 x 1 x 1 inches;;;;;;;;;;;;;;;;C2G;;;;;;;;;;Black;;;;;;;;;;
2718;2718;"iPad 8th Generation Keyboard Case 10.2"" 2020 iPad 8th Gen,10.2"" 2019 iPad 7th Gen, Auto Sleep/Wake Detachable Wireless Bluetooth Keyboard Built-in Pencil Holder";MMK Direct;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ACWXOJSPB4ZLM&isAmazonFulfilled=1;JETech Screen Protector compatible with iPad (10.2-Inch, 2020/2019 Model, 8th / 7th Generation…;https://www.amazon.com/JETech-Protector-10-2-Inch-Generation-Tempered/dp/B07QPV9MRY/ref=pd_bxgy_2/136-1269657-8940528?_encoding=UTF8&pd_rd_i=B07QPV9MRY&pd_rd_r=065f788b-7793-4f05-b846-29fda7179688&pd_rd_w=I6UM0&pd_rd_wg=4iSMP&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=WE9YHARGJFD6GHGFR8S3&psc=1&refRID=WE9YHARGJFD6GHGFR8S3;https://www.amazon.com//Keyboard-Generation-Detachable-Wireless-Bluetooth/product-reviews/B07ZD7WYTC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B07ZD7WYTC;;;1.85 pounds;;;1 Lithium ion batteries required. (included);;;;;October 22, 2019;;;;;;;;;;;;#12 in Tablet Keyboard Cases;;;;4.6;10.2 x 7.7 x 0.8 inches;;;;;;;;;;;;;;;;MMK;;;;;;;;;;;;;;;;;;;;
2719;2719;"DPOB MacBook Pro Sleeve, Microfiber Leather Case Bag for MacBook New Air 13 / Pro 13 inch with Retina Display (13"" for New MacBook Air 13/ Pro 13, Brown)";DPOB;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2BXN9QU9ZUZ0I&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;B07TZ1G1BQ;;;6.8 ounces;;;;;;;;March 27, 2020;;;;13.98 x 9.76 x 0.79 inches;;;;Dpob;;;;#8,437 in Laptop Sleeves;0.01 volts;;;4.5;13.98 x 9.76 x 0.79 inches;;;;;;;;;;;;;;;;DPOB;;;;;;;;;;Brown;;;;;;;;;;
2720;2720;USB C to HDMI Adapter,USB 3.1Type-C Adapter hub to HDMI 4K+USB 3.0+USB-C Charging Port,USB-C Digital AV Multiport Adapter for MacBook Pro/iPad Pro/Switch/S8+/S9+/Projector/Monitor;CXDLED;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A19XKZHNIWOV0R&isAmazonFulfilled=1;;;https://www.amazon.com//Adapter-3-1Type-C-Charging-Multiport-Projector/product-reviews/B08CT894Z6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;5.7 x 3.07 x 0.74 inches;;;;;;B08CT894Z6;;;1.76 ounces;;;;;;;;July 12, 2020;;;;;;;;XINYINGER;;;;#552 in DVI-HDMI Adapters #10,449 in Computer Cables & Interconnects;;;;4.5;;;;;;;;;;;;;;;;;CHENGXINDA;;;;;;;;;;Usb c to hdmi adapter;;;;;;;;;;
2721;2721;OZADE Piet Mondrian Style PU Leather Laptop Sleeve Bag for 13-13.3 MacBook Pro,MacBook Air,Surface Pro,Surface Laptop,Surface Book,Notebook Tablet iPad Tab,Waterproof Bag,Fashion Gift,Cat(Mondrian 3);Fraice US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A13C5HCMAOX76S&isAmazonFulfilled=1;;;https://www.amazon.com//OZADE-Mondrian-Leather-Notebook-Waterproof/product-reviews/B082B7BH85/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;LS07A;;;;;;;;;;;;;;;;;;;;;;;;B082B7BH85;;;8.8 ounces;;;;;;;;December 1, 2019;;;13 Inches;14.57 x 0.79 x 10.24 inches;;;;OZADE;;;;#19,695 in Laptop Sleeves;;;;4.8;14.57 x 0.79 x 10.24 inches;;;;;;;;;;;;;;;;OZADE;LS07A;;;;;;;;;Mondrian 3;;;;;;;;;;
2722;2722;"Dell Inspiron 15 3000 15.6"" HD LED-Backlit Screen Laptop, 10th Gen Intel Core i3-1005G1 up to 3.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Wi-Fi, Bluetooth, Windows 10 Home, TWE Accessory";Tech With Expert;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AOU8L1W39PVLE&isAmazonFulfilled=1;;;https://www.amazon.com//Dell-Inspiron-15-3000-LED-Backlit/product-reviews/B08NRY6TWX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;Dell Inspiron 15 3000;;;;;;;;;;;;;;;;;;;;;Intel;;;B08NRY6TWX;;Windows 10 Home;4.03 pounds;;DDR4 SDRAM;;PC;;3.4 GHz;;May 29, 2020;;;15.6 Inches;15 x 10.2 x 0.78 inches;2.0;;;Dell;Intel;;;#21,341 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #3,079 in Traditional Laptop Computers;;;;3.8;15 x 10.2 x 0.78 inches;;;;1366 x 768 Pixels;;;;;;;;;Intel UHD Graphics with Shared Graphics Memory;802.11ac;;;Dell;;;;;;;;;Black;Serial ATA;;;;;;;;;
2723;2723;Monoprice 4K 2-Port DisplayPort 1.2A & USB 2.0 KVM Switch, Includes Two USB 2.0 Data Ports with Over-Current Detection and Protection (136652);;;;;https://www.amazon.com//Monoprice-DisplayPort-Over-Current-Detection-Protection/product-reviews/B07RHW1LNN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;136652;;;;;;;;;;;;;;;;;;;;;;;;B07RHW1LNN;;;2.18 pounds;;;;;;;;May 7, 2019;;;;;;;;;;;;#561 in KVM Switches;;;;3.0;11.2 x 6.6 x 2.1 inches;;;;;;;;;;;;;;;;Monoprice;;;;;;;;;;;;;;;;;;;;
2724;2724;Stitch Mouse Pad Office Mouse Pad HD Printed Mouse Pad Large Mouse Pad (Stitch);turnme;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A28L4Q1R9WON0T&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;Rubber;;;;;9.29 x 7.8 x 0.28 inches;;;;;;B08LKJ84YQ;;;2.89 ounces;;;;;;;;October 21, 2020;;;;;;;;N / A;;;;#160,531 in Office Products ( See Top 100 in Office Products ) #4,867 in Mouse Pads;;;;4.6;;;;;;;;;;;;;;;;;N / A;;B-51;;;;;;;;Stitch;;;;;;;;;;
2725;2725;"Customized Rectangle Non-Slip Rubber Mousepad Animal Alpaca Background of Gaming Mouse Pad Size 9.4""x7.9"" (268#2) (269#6)";rubin1206;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36BM4CB5MAKEX&isAmazonFulfilled=1;;;https://www.amazon.com//Customized-Rectangle-Non-Slip-Mousepad-Background/product-reviews/B078YXSH8S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Polyester Rubber Cloth;;Rectangular;;;;;;;;No;B078YXSH8S;;;2.4 ounces;;;;;;;;April 17, 2017;;;;;;;;RUBIN;;;;#215,719 in Office Products ( See Top 100 in Office Products ) #6,936 in Mouse Pads;;;;5.0;9.45 x 7.87 x 0.12 inches;;;;;;;;;;;;;;;;RUBIN;;RB269;;;;;;;;269#6;;;;;;;;;;
2726;2726;"Desk Pad Mat Gaming Mouse Pads with Coasters, Office Desk Mat 31.5"" ×11.8"" Large Gaming Mouse Pad Durable Extended Computer Mouse Pad for Office & Home (Beaches Scene France Seychelles)";LOWORO;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2RV6GR8SH6EVD&isAmazonFulfilled=1;;;https://www.amazon.com//Coasters-Durable-Extended-Computer-Seychelles/product-reviews/B08LLBCWF3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08LLBCWF3;;;10.6 ounces;;;;;;;;October 21, 2020;;;;;;;;LOWORO;;;;#70,857 in Office Products ( See Top 100 in Office Products ) #1,776 in Mouse Pads;;;;4.9;31.5 x 11.8 x 0.12 inches;;;;;;;;;;;;;;;;LOWORO;;LW-MP-XXL-003;;;;;;;;Beaches Scene France Seychelles;;;;;;;;;;
2727;2727;Sublimation Blank Mousepad Rectangle Black Rubber Backed 7.75 X 9 X .1 (5 Pack);Conde Systems, Inc;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1D653S03NXG9&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08Q2HGL33;;;14 ounces;;;;;;;;December 8, 2020;;;;;;;;;;;;#52,822 in Office Products ( See Top 100 in Office Products ) #1,248 in Mouse Pads;;;;4.5;15 x 11.5 x 0.5 inches;;;;;;;;;;;;;;;;Conde;;;;;;;;;;;;;;;;;;;;
2728;2728;Leather Laptop Desk, Waysse Waterproof PU Leather Desk Blotter Protector Mouse Pad,Large Durable Desk Writing Pad for Work, Game, Office, Home Accessories - Light Green/Greenish Blue;Waysse-US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ADCAD2VWTFU6&isAmazonFulfilled=1;;;https://www.amazon.com//Leather-Waterproof-Blotter-Protector-Accessories/product-reviews/B08L7Z5D2D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;16.1 x 2.24 x 1.97 inches;;;;;;B08L7Z5D2D;;;15.6 ounces;;;;;;;;October 15, 2020;;;;;;;;PHYOPUS;;;;#157,293 in Office Products ( See Top 100 in Office Products ) #4,755 in Mouse Pads;;;;5.0;;;;;;;;;;;;;;;;;Waysse;;PH-912;;;;;;;;;;;;;;;;;;
2729;2729;Cmhoo XL Large Mouse Pad & Computer Gaming Mouse Mat Desk Pad (8030 Map);chengmenghe;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2K21U2SYG7HBA&isAmazonFulfilled=1;Cmhoo XXL Professional Large Mouse Pad & Computer Game Mouse Mat (35.4x15.7x0.1IN, Map) (9040 Map);https://www.amazon.com/Cmhoo-Professional-Large-Computer-35-4x15-7x0-1IN/dp/B01F0XHA5E/ref=pd_bxgy_2/134-2806995-9225261?_encoding=UTF8&pd_rd_i=B01F0XHA5E&pd_rd_r=36ea6dcc-8798-4d7f-9c54-8a2bee8c5e63&pd_rd_w=Dib6k&pd_rd_wg=QFmvF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=K9ME3ZHDEPKYBQ53NN91&psc=1&refRID=K9ME3ZHDEPKYBQ53NN91;https://www.amazon.com//Cmhoo-Large-Mouse-Computer-Gaming/product-reviews/B01IR2UYTE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;chengmenghe;;;;;;;;;;;;;Rubber;;Rectangular;;;;;;;;No;B01IR2UYTE;;;12.8 ounces;;;;;;;;July 20, 2016;;;;;;;;Cmhoo;;;;#70,199 in Office Products ( See Top 100 in Office Products ) #1,755 in Mouse Pads;;;;4.8;31.5 x 11.81 x 0.12 inches;;;;;;;;;;;;;;;;Chengmenghe;;Chengmenghe;;;;;;;;80*30 Map;;;;;9;;;;;
2730;2730;The Simpsons Rectangular Non-Slip Rubber Mouse Pad 2530;sasdmy,tu.yi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AA3H188CBCL2N&isAmazonFulfilled=1;Laptop Sticker Pack (100Pcs) The Simpsons Merchandise Waterproof Vinyl Stickers for Water Bottles…;https://www.amazon.com/Sticker-Waterproof-Stickers-Motorcycle-Skateboard/dp/B07TCV3QQH/ref=pd_bxgy_2/147-7413047-3298510?_encoding=UTF8&pd_rd_i=B07TCV3QQH&pd_rd_r=a11dc8ac-5aae-4532-ba25-23a9edd45cab&pd_rd_w=hZk0t&pd_rd_wg=FjXmp&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4J4NKDT9YT2215VKX74S&psc=1&refRID=4J4NKDT9YT2215VKX74S;;;;;;;;;;;;;;;;;;;;Polyester;;Rectangular;;;11.69 x 9.88 x 0.55 inches;;;;;;B08HRBX4QX;;;1.6 ounces;;;;;;;;September 9, 2020;;;;;;;;Lovesofun;;;;#71,138 in Office Products ( See Top 100 in Office Products ) #1,802 in Mouse Pads;;;;4.7;;;;;;;;;;;;;;;;;Zhengkun;;Tuaihsjxv88-186460617;;;;;;;;White;;;;;One Size;;;;;
2731;2731;Gaming Mouse Pad Natural Eco Rubber Custom Oblong Black Cute Labrador MousePad Computer Desk Stationery Accessories Mouse Pads For Gift;Dream Garcia;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A19S7U8QZ3XLVC&isAmazonFulfilled=1;Golden Retriever dogs puppies pets Mouse Pads Customized Made to Order Support Ready 9 7/8 Inch…;https://www.amazon.com/Retriever-Mouse-Customized-Pad-Comfortable/dp/B00I2C2K6A/ref=pd_bxgy_2/137-0188306-0516971?_encoding=UTF8&pd_rd_i=B00I2C2K6A&pd_rd_r=07493a1a-6989-41f3-8f25-b3ed76ec9c3c&pd_rd_w=Ci7zi&pd_rd_wg=TCS1E&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=ZZ55KHF5QFGGVGHYM3XM&psc=1&refRID=ZZ55KHF5QFGGVGHYM3XM;https://www.amazon.com//Labrador-MousePad-Computer-Stationery-Accessories/product-reviews/B01EUPP0RI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;8541653920;;;;;;;;;;;;;;;;;;;;;;;No;B01EUPP0RI;;;1 ounces;;;;;;;;April 27, 2016;;;;;;;;;;;;#72,549 in Office Products ( See Top 100 in Office Products ) #1,850 in Mouse Pads;;;;4.6;11.5 x 1.1 x 5.8 inches;;;;;;;;;;;;;;;;tieban25;;;;;;;;;;;;;;;;;;;;
2732;2732;"Tree of life Customized Round Mouse Pad 7.8""X7.8"" inch";Bulodou;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A384XWNHEOHIFE&isAmazonFulfilled=1;BOSOBO Mouse Pad, Round Mandala Mouse Mat, Cute Mouse Pad with Design, Non-Slip Rubber Base Mousepad…;https://www.amazon.com/BOSOBO-Non-Slip-Mousepad-Stitched-Waterproof/dp/B07LH6L2W6/ref=pd_bxgy_2/131-7068074-2048611?_encoding=UTF8&pd_rd_i=B07LH6L2W6&pd_rd_r=21a45f7d-b97b-48b2-9082-9ba3840a6170&pd_rd_w=6obQl&pd_rd_wg=5jsAF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HHK876MFHG5GMHJRT497&psc=1&refRID=HHK876MFHG5GMHJRT497;https://www.amazon.com//Tree-life-Customized-Round-Mouse/product-reviews/B071JKHDQ6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Rubber;;Round;;;;;;;;No;B071JKHDQ6;;;1.76 ounces;;;;;;;;June 4, 2017;;;;;;;;Pingpi;;;;#160,373 in Office Products ( See Top 100 in Office Products ) #4,866 in Mouse Pads;;;;4.7;7.87 x 7.87 x 0.08 inches;;;;;;;;;;;;;;;;Pingpi;;PP-5;;;;;;;;;;;;;;;;;;
2733;2733;ENHANCE Pathogen Extra Large Gaming Mouse Pad (31.5 x 13.75 in) - Extended Mousepad with Anti-Fray Stitching, Low Friction Smooth Surface, Non-Slip Backing - Full Desk Mouse Mat (Blue);Luigi & Co. LLC;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP5WUUVHWNT7&isAmazonFulfilled=1;PICTEK Gaming Mouse Wired [7200 DPI] [Programmable] [Breathing Light] Ergonomic Game USB Computer…;https://www.amazon.com/PICTEK-Programmable-Breathing-Ergonomic-Computer/dp/B01FZ3BR5S/ref=pd_bxgy_2/139-5396574-3041258?_encoding=UTF8&pd_rd_i=B01FZ3BR5S&pd_rd_r=ff0c1843-1a38-4766-bb87-a166e682973f&pd_rd_w=vITG1&pd_rd_wg=BHzVk&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PCWEYW5N2YYN1B6KSANA&psc=1&refRID=PCWEYW5N2YYN1B6KSANA;https://www.amazon.com//ENHANCE-Extended-Large-Gaming-Mouse/product-reviews/B00TK17RY2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Fabric;;Rectangular;;;;;;;;No;B00TK17RY2;;;1.2 pounds;;;;;;;;December 13, 2014;;1.0;;;;;;ENHANCE;;;;#49,786 in Office Products ( See Top 100 in Office Products ) #1,172 in Mouse Pads;;;;4.7;15 x 3.75 x 3.75 inches;;;;;;;;;;;;;;;;ENHANCE;;ENGXMP2100BLEW;;;;;;;;Black and Blue;;;;;Extended;;;;;
2734;2734;Mouse Pad and Coaster Set, Colorful Geometric Pattern Mouse Pad Round Non-Slip Rubber Mousepad Office Accessories Desk Decor Mouse Mat for Desktops Computer Laptops;Vobber;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1UEQJ010SV1S4&isAmazonFulfilled=1;;;https://www.amazon.com//Colorful-Geometric-Non-Slip-Mousepad-Accessories/product-reviews/B08GKMT2DG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;VO-1 mouse pad-04;;;;;;;;;;;;;Rubber;;Round;;;;;;;;;B08GKMT2DG;;;2.08 ounces;;;;;;;;August 24, 2020;;;;;;;;Vobber;;;;#230,282 in Office Products ( See Top 100 in Office Products ) #7,391 in Mouse Pads;;;;4.6;7.87 x 7.87 x 0.08 inches;;;;;;;;;;;;;;;;Vobber;;Mouse pad-5;;;;;;;;Mouse Pad-4;;;;;;;;;;
2735;2735;EXCOVIP Mouse pad mat with Silicone Gel Palm Rest, Blue Black Panther, Non-Slip Rubber Bottom;excovip;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1INH7VYY4G2XN&isAmazonFulfilled=1;;;https://www.amazon.com//EXCOVIP-Silicone-Panther-Non-Slip-Rubber/product-reviews/B08D5XNRJ6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;10.2 x 9.2 x 1.3 inches;;;;;No;B08D5XNRJ6;;;7.7 ounces;;;;;;;;September 28, 2020;;;;;;;;Excovip;;;;;;;;4.6;;;;;;;;;;;;;;;;;EXCO;;;;;;;;;;Z-blue;;;;;;;;;;
2736;2736;S_titch Mouse Pad - Lilo and S_titch Mouse Pads Cute Waterproof Anti-Slip Rubber Mouse Mat Pads for Kids Laptops Computer Pc 11.81 x 9.84 x 0.12Inch;deesiugh;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2ACAS3HI5X4PZ&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08R87YDBD;;;4.5 ounces;;;;;;;;December 24, 2020;;;;;;;;;;;;#279,637 in Office Products ( See Top 100 in Office Products ) #9,098 in Mouse Pads;;;;0.0;11.81 x 9.84 x 0.12 inches;;;;;;;;;;;;;;;;shidizai01-A;;;;;;;;;;;;;;;;;;;;
2737;2737;Romatpretty Black-Gaming-Mousepad,Hard-Mouse-Pad with Non-Slip Rubber Base,Fast-Accurate-Control Smooth-Plastic-Surface-Stiff Mouse-mat with Enhance-Precision for Laptop, Computer & PC;Kids Like;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1VUOTJKFKAUU3&isAmazonFulfilled=1;VicTsing MM057 2.4G Wireless Portable Mobile Mouse Optical Mice with USB Receiver, 5 Adjustable DPI…;https://www.amazon.com/VicTsing-Wireless-Portable-Receiver-Adjustable/dp/B013WC0P2A/ref=pd_bxgy_2/130-0710751-4989031?_encoding=UTF8&pd_rd_i=B013WC0P2A&pd_rd_r=a24498ba-a1dc-4a95-985a-a65b6e419c96&pd_rd_w=vmOCP&pd_rd_wg=huN0O&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=GRDVQHAP62P6MNT8QV38&psc=1&refRID=GRDVQHAP62P6MNT8QV38;https://www.amazon.com//Black-Gaming-Mousepad-Hard-Mouse-Pad-Fast-Accurate-Control-Smooth-Plastic-Surface-Stiff-Enhance-Precision/product-reviews/B07V825KKD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;02;;;;;;;;;;;;;Plastic;;Rectangular;;;12 x 9.8 x 0.6 inches;;;;;;B07V825KKD;;;12.8 ounces;;;;;;;;July 12, 2019;;;;;;;;Romatpretty;;;;#145,183 in Office Products ( See Top 100 in Office Products ) #4,268 in Mouse Pads;;;;4.6;;;;;;;;;;;;;;;;;Romatpretty;;02;;;;;;;;;;;;;Large;;;;;
2738;2738;Mouse Pad with Wrist Support,3 PCS Memory Foam Keyboard Wrist Rest with 15 inch Laptop Sleeve, Waterproof Laptop Sleeves Ergonomic Gaming Mouse Pad Set for Laptop,Computer,Office(Purple);xuanyikj;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GTB4WX2GBYVW&isAmazonFulfilled=1;;;https://www.amazon.com//Support-Keyboard-Waterproof-Ergonomic-Computer/product-reviews/B08QCGGV79/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;15.27 x 11.42 x 1.93 inches;;;;;;B08QCGGV79;;;1.12 pounds;;;;;;;;December 11, 2020;;;;;;;;XYKJ;;;;#46,018 in Office Products ( See Top 100 in Office Products ) #259 in Wrist Rests;;;;4.5;;;;;;;;;;;;;;;;;XYKJ;;FBA-2 Pack-wrist rest;;;;;;;;Purple;;;;;;;;;;
2739;2739;BWOOLL Gaming Mouse Pad, Funny Dog Lying on Beach Chair Design Mouse Pad, Non-Slip Rubber Base Mouse Pads for Laptop and Computer, Cute Design Desk Accessories;BWOOLL;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2WK3OUSVIIC63&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;Rubber;;;;;;;;;;;B08F7FXJ8W;;;1.76 ounces;;;;;;;;August 4, 2020;;;;;;;;BWOOLL;;;;#203,313 in Office Products ( See Top 100 in Office Products ) #6,464 in Mouse Pads;;;;5.0;9.45 x 7.87 x 0.1 inches;;;;;;;;;;;;;;;;BWOOLL;;BW-MP-017;;;;;;;;Bw-mp-017;;;;;;;;;;
